,0,1,2,3
1977,2670_30.mat,100.0,-40.0,537
1978,2673_27.mat,120.0,-20.0,577
1979,2673_33.mat,-90.0,-20.0,178
1980,267_3.mat,-130.0,40.0,108
1981,2680_40.mat,-80.0,-40.0,195
1982,2686_34.mat,130.0,30.0,601
1983,2688_28.mat,-40.0,80.0,283
1984,2688_32.mat,140.0,70.0,624
1985,268_4.mat,110.0,-60.0,554
1986,2691_39.mat,110.0,50.0,565
1987,2695_35.mat,90.0,40.0,526
1988,2697_29.mat,-110.0,60.0,148
1989,2697_31.mat,80.0,10.0,504
1990,2698_38.mat,-150.0,70.0,73
1991,26_1.mat,80.0,-40.0,499
1992,26_13.mat,0.0,-40.0,347
1993,26_2.mat,120.0,-30.0,576
1994,26_26.mat,-110.0,-40.0,138
1995,2700_27.mat,100.0,-40.0,537
1996,2700_30.mat,-120.0,-80.0,115
1997,2700_36.mat,110.0,-60.0,554
1998,2701_37.mat,90.0,40.0,526
1999,2706_33.mat,90.0,-60.0,516
2000,270_10.mat,-90.0,20.0,182
2001,270_15.mat,70.0,-40.0,480
2002,270_18.mat,110.0,60.0,566
2003,270_27.mat,100.0,-20.0,539
2004,270_3.mat,120.0,-60.0,573
2005,270_30.mat,30.0,20.0,410
2006,270_5.mat,60.0,20.0,467
2007,270_6.mat,0.0,30.0,354
2008,270_9.mat,60.0,10.0,466
2009,2716_28.mat,-30.0,-30.0,291
2010,2720_32.mat,-80.0,60.0,205
2011,2720_34.mat,170.0,60.0,680
2012,2720_40.mat,-90.0,-20.0,178
2013,2726_29.mat,-60.0,10.0,238
2014,2728_31.mat,-70.0,-40.0,214
2015,272_16.mat,20.0,60.0,395
2016,272_17.mat,-140.0,-60.0,79
2017,272_34.mat,0.0,-30.0,348
2018,272_4.mat,-60.0,60.0,243
2019,272_8.mat,-110.0,40.0,146
2020,2730_30.mat,-60.0,-20.0,235
2021,2730_35.mat,120.0,-60.0,573
2022,2730_39.mat,70.0,80.0,492
2023,2736_36.mat,140.0,-60.0,611
2024,2736_38.mat,150.0,60.0,642
2025,2738_37.mat,60.0,-80.0,457
2026,2739_33.mat,-80.0,-40.0,195
2027,273_13.mat,-80.0,30.0,202
2028,273_21.mat,-150.0,10.0,67
2029,273_3.mat,-60.0,-70.0,230
2030,273_39.mat,-150.0,-80.0,58
2031,273_7.mat,130.0,-70.0,591
2032,2744_28.mat,-60.0,80.0,245
2033,2752_32.mat,-140.0,10.0,86
2034,2754_34.mat,90.0,80.0,530
2035,2755_29.mat,-80.0,20.0,201
2036,2759_31.mat,-80.0,-20.0,197
2037,275_11.mat,80.0,-80.0,495
2038,275_25.mat,80.0,-10.0,502
2039,275_5.mat,-70.0,-40.0,214
2040,2760_30.mat,100.0,70.0,548
2041,2760_40.mat,-100.0,10.0,162
2042,2765_35.mat,20.0,-50.0,384
2043,2769_39.mat,120.0,60.0,585
2044,276_12.mat,50.0,-40.0,442
2045,276_23.mat,-140.0,-10.0,84
2046,276_3.mat,170.0,30.0,677
2047,276_4.mat,130.0,-40.0,594
2048,276_6.mat,-50.0,40.0,260
2049,2772_28.mat,-60.0,60.0,243
2050,2772_33.mat,100.0,-40.0,537
2051,2772_36.mat,120.0,20.0,581
2052,2774_38.mat,-130.0,70.0,111
2053,2775_37.mat,-160.0,-80.0,39
2054,2784_29.mat,-40.0,20.0,277
2055,2784_32.mat,90.0,-60.0,516
2056,2788_34.mat,-140.0,30.0,88
2057,2790_30.mat,-110.0,-70.0,135
2058,2790_31.mat,-60.0,50.0,242
2059,279_3.mat,-30.0,-70.0,287
2060,279_31.mat,0.0,-50.0,346
2061,279_9.mat,80.0,30.0,506
2062,27_1.mat,100.0,-10.0,540
2063,27_27.mat,-90.0,10.0,181
2064,27_3.mat,-60.0,80.0,245
2065,27_9.mat,20.0,-40.0,385
2066,2800_28.mat,100.0,-40.0,537
2067,2800_35.mat,150.0,30.0,639
2068,2800_40.mat,90.0,10.0,523
2069,2805_33.mat,-100.0,30.0,164
2070,2808_36.mat,90.0,-80.0,514
2071,2808_39.mat,-110.0,-40.0,138
2072,280_10.mat,-120.0,-70.0,116
2073,280_14.mat,-110.0,-60.0,136
2074,280_20.mat,-160.0,40.0,51
2075,280_28.mat,-30.0,50.0,299
2076,280_35.mat,40.0,-50.0,422
2077,280_4.mat,30.0,70.0,415
2078,280_40.mat,60.0,-50.0,460
2079,280_5.mat,-80.0,10.0,200
2080,280_7.mat,-100.0,-60.0,155
2081,280_8.mat,-30.0,40.0,298
2082,2812_37.mat,70.0,-40.0,480
2083,2812_38.mat,20.0,60.0,395
2084,2813_29.mat,-20.0,-50.0,308
2085,2816_32.mat,40.0,20.0,429
2086,2820_30.mat,80.0,30.0,506
2087,2821_31.mat,20.0,-70.0,382
2088,2822_34.mat,120.0,-60.0,573
2089,282_3.mat,-180.0,20.0,11
2090,282_6.mat,-150.0,70.0,73
2091,2835_35.mat,150.0,50.0,641
2092,2838_33.mat,-100.0,-20.0,159
2093,2840_40.mat,-80.0,-60.0,193
2094,2842_29.mat,-80.0,30.0,202
2095,2844_36.mat,130.0,30.0,601
2096,2847_39.mat,70.0,50.0,489
2097,2848_32.mat,-110.0,-20.0,140
2098,2849_37.mat,100.0,-30.0,538
2099,284_4.mat,-170.0,-10.0,27
2100,2850_30.mat,60.0,-60.0,459
2101,2850_38.mat,-30.0,60.0,300
2102,2852_31.mat,70.0,-30.0,481
2103,2856_34.mat,30.0,30.0,411
2104,285_15.mat,-0.0,30.0,354
2105,285_19.mat,-170.0,0.0,28
2106,285_3.mat,-120.0,-40.0,119
2107,285_5.mat,60.0,-50.0,460
2108,286_11.mat,-60.0,40.0,241
2109,286_13.mat,-100.0,0.0,161
2110,286_22.mat,-90.0,50.0,185
2111,286_26.mat,-160.0,-70.0,40
2112,2870_35.mat,-140.0,60.0,91
2113,2871_29.mat,-60.0,-30.0,234
2114,2871_33.mat,20.0,-80.0,381
2115,287_7.mat,80.0,-10.0,502
2116,2880_30.mat,90.0,-0.0,522
2117,2880_32.mat,-170.0,-50.0,23
2118,2880_36.mat,160.0,-60.0,649
2119,2880_40.mat,90.0,-30.0,519
2120,2883_31.mat,80.0,-40.0,499
2121,2886_37.mat,100.0,-30.0,538
2122,2886_39.mat,-120.0,-50.0,118
2123,2888_38.mat,-100.0,-90.0,152
2124,288_12.mat,120.0,-50.0,574
2125,288_16.mat,10.0,-40.0,366
2126,288_18.mat,80.0,90.0,512
2127,288_24.mat,-110.0,20.0,144
2128,288_3.mat,-150.0,10.0,67
2129,288_32.mat,-160.0,20.0,49
2130,288_36.mat,150.0,-50.0,631
2131,288_4.mat,130.0,70.0,605
2132,288_6.mat,-70.0,-60.0,212
2133,288_8.mat,-90.0,30.0,183
2134,288_9.mat,-30.0,-50.0,289
2135,2890_34.mat,-30.0,70.0,301
2136,289_17.mat,-90.0,-60.0,174
2137,28_1.mat,-70.0,-50.0,213
2138,28_14.mat,-160.0,0.0,47
2139,28_2.mat,160.0,10.0,656
2140,28_28.mat,-60.0,-40.0,233
2141,28_4.mat,-30.0,70.0,301
2142,28_7.mat,-20.0,70.0,320
2143,2900_29.mat,-50.0,-20.0,254
2144,2904_33.mat,120.0,-50.0,574
2145,2905_35.mat,160.0,30.0,658
2146,290_10.mat,-90.0,90.0,189
2147,290_29.mat,-90.0,-10.0,179
2148,290_5.mat,10.0,-70.0,363
2149,2910_30.mat,100.0,-80.0,533
2150,2912_32.mat,-170.0,50.0,33
2151,2914_31.mat,90.0,-30.0,519
2152,2916_36.mat,-40.0,-40.0,271
2153,291_3.mat,150.0,-60.0,630
2154,2920_40.mat,-90.0,30.0,183
2155,2923_37.mat,120.0,-70.0,572
2156,2924_34.mat,-60.0,70.0,244
2157,2925_39.mat,160.0,70.0,662
2158,2926_38.mat,160.0,10.0,656
2159,292_4.mat,-10.0,10.0,333
2160,2937_33.mat,-120.0,-10.0,122
2161,2940_30.mat,-60.0,20.0,239
2162,2940_35.mat,-110.0,30.0,145
2163,2944_32.mat,170.0,-60.0,668
2164,2945_31.mat,60.0,-60.0,459
2165,294_14.mat,120.0,-30.0,576
2166,294_21.mat,150.0,10.0,637
2167,294_3.mat,170.0,40.0,678
2168,294_6.mat,110.0,50.0,565
2169,294_7.mat,40.0,-10.0,426
2170,2952_36.mat,140.0,-20.0,615
2171,2958_34.mat,20.0,-70.0,382
2172,295_5.mat,-90.0,-50.0,175
2173,2960_37.mat,-90.0,-60.0,174
2174,2960_40.mat,-90.0,20.0,182
2175,2964_38.mat,40.0,50.0,432
2176,2964_39.mat,70.0,-10.0,483
2177,296_37.mat,-40.0,-80.0,267
2178,296_4.mat,40.0,-60.0,421
2179,296_8.mat,-110.0,10.0,143
2180,2970_30.mat,80.0,30.0,506
2181,2970_33.mat,20.0,30.0,392
2182,2975_35.mat,-40.0,-70.0,268
2183,2976_31.mat,20.0,-40.0,385
2184,2976_32.mat,160.0,-30.0,652
2185,297_11.mat,60.0,-40.0,461
2186,297_27.mat,100.0,-0.0,541
2187,297_3.mat,-40.0,60.0,281
2188,297_33.mat,-180.0,60.0,15
2189,297_9.mat,20.0,50.0,394
2190,2988_36.mat,80.0,-80.0,495
2191,2992_34.mat,130.0,-40.0,594
2192,2997_37.mat,40.0,-20.0,425
2193,299_13.mat,100.0,30.0,544
2194,299_23.mat,-180.0,10.0,10
2195,29_1.mat,80.0,-60.0,497
2196,29_29.mat,-50.0,40.0,260
2197,2_1.mat,60.0,70.0,472
2198,2_2.mat,-120.0,50.0,128
2199,3000_30.mat,40.0,-60.0,421
2200,3000_40.mat,-130.0,-50.0,99
2201,3002_38.mat,-40.0,0.0,275
2202,3003_33.mat,-80.0,-20.0,197
2203,3003_39.mat,140.0,60.0,623
2204,3007_31.mat,-50.0,-70.0,249
2205,3008_32.mat,-170.0,-40.0,24
2206,300_10.mat,-150.0,80.0,74
2207,300_12.mat,40.0,20.0,429
2208,300_15.mat,-70.0,20.0,220
2209,300_20.mat,-90.0,40.0,184
2210,300_25.mat,-60.0,-60.0,231
2211,300_3.mat,-140.0,60.0,91
2212,300_30.mat,120.0,60.0,585
2213,300_4.mat,-50.0,70.0,263
2214,300_5.mat,40.0,80.0,435
2215,300_6.mat,110.0,-30.0,557
2216,3010_35.mat,10.0,-70.0,363
2217,301_7.mat,0.0,40.0,355
2218,3024_36.mat,0.0,-70.0,344
2219,3026_34.mat,60.0,-20.0,463
2220,3034_37.mat,-110.0,-20.0,140
2221,3036_33.mat,-180.0,70.0,16
2222,3038_31.mat,80.0,-30.0,500
2223,3040_32.mat,-80.0,50.0,204
2224,3040_38.mat,30.0,-40.0,404
2225,3040_40.mat,-120.0,-80.0,115
2226,3042_39.mat,-80.0,40.0,203
2227,3045_35.mat,-10.0,70.0,339
2228,304_16.mat,-80.0,20.0,201
2229,304_19.mat,-70.0,-40.0,214
2230,304_38.mat,-130.0,-80.0,96
2231,304_4.mat,160.0,-50.0,650
2232,304_8.mat,40.0,60.0,433
2233,305_5.mat,-100.0,-30.0,158
2234,3060_34.mat,120.0,-20.0,577
2235,3060_36.mat,-150.0,30.0,69
2236,3069_31.mat,70.0,-10.0,483
2237,3069_33.mat,-110.0,20.0,144
2238,306_17.mat,-130.0,-40.0,100
2239,306_18.mat,-80.0,40.0,203
2240,306_34.mat,80.0,-50.0,498
2241,306_6.mat,80.0,20.0,505
2242,306_9.mat,70.0,-30.0,481
2243,3071_37.mat,90.0,60.0,528
2244,3072_32.mat,160.0,-50.0,650
2245,3078_38.mat,40.0,40.0,431
2246,3080_35.mat,-30.0,-60.0,288
2247,3080_40.mat,-90.0,10.0,181
2248,3081_39.mat,-100.0,-60.0,155
2249,308_11.mat,-70.0,-0.0,218
2250,308_14.mat,-160.0,-60.0,41
2251,308_22.mat,-80.0,-10.0,198
2252,308_28.mat,60.0,60.0,471
2253,308_4.mat,-140.0,-70.0,78
2254,308_7.mat,40.0,40.0,431
2255,3094_34.mat,-40.0,80.0,283
2256,3096_36.mat,-170.0,40.0,32
2257,30_1.mat,-120.0,40.0,127
2258,30_10.mat,140.0,60.0,623
2259,30_15.mat,-70.0,-60.0,212
2260,30_2.mat,-10.0,80.0,340
2261,30_3.mat,-60.0,40.0,241
2262,30_30.mat,-10.0,-70.0,325
2263,30_5.mat,-80.0,40.0,203
2264,30_6.mat,90.0,-30.0,519
2265,3100_31.mat,-80.0,-50.0,194
2266,3102_33.mat,70.0,-60.0,478
2267,3104_32.mat,-90.0,-30.0,177
2268,3108_37.mat,90.0,-50.0,517
2269,310_10.mat,-80.0,-80.0,191
2270,310_31.mat,-60.0,-50.0,232
2271,310_5.mat,60.0,-0.0,465
2272,3115_35.mat,-10.0,-50.0,327
2273,3116_38.mat,-150.0,-70.0,59
2274,3120_39.mat,-80.0,50.0,204
2275,3120_40.mat,-120.0,40.0,127
2276,3128_34.mat,90.0,70.0,529
2277,312_12.mat,-80.0,-50.0,194
2278,312_13.mat,90.0,-30.0,519
2279,312_24.mat,-130.0,-40.0,100
2280,312_26.mat,140.0,60.0,623
2281,312_39.mat,140.0,70.0,624
2282,312_4.mat,50.0,30.0,449
2283,312_6.mat,-110.0,-30.0,139
2284,312_8.mat,-10.0,-10.0,331
2285,3132_36.mat,-120.0,70.0,130
2286,3135_33.mat,-50.0,20.0,258
2287,3136_32.mat,-80.0,-40.0,195
2288,3145_37.mat,-80.0,40.0,203
2289,3150_35.mat,150.0,-70.0,629
2290,3154_38.mat,40.0,40.0,431
2291,3159_39.mat,120.0,70.0,586
2292,315_15.mat,-50.0,50.0,261
2293,315_21.mat,90.0,-0.0,522
2294,315_35.mat,-180.0,-50.0,4
2295,315_5.mat,10.0,-20.0,368
2296,315_7.mat,-40.0,40.0,279
2297,315_9.mat,40.0,40.0,431
2298,3160_40.mat,80.0,-10.0,502
2299,3162_34.mat,170.0,50.0,679
2300,3168_32.mat,-90.0,20.0,182
2301,3168_33.mat,50.0,-50.0,441
2302,3168_36.mat,-170.0,-50.0,23
2303,316_4.mat,140.0,-50.0,612
2304,3182_37.mat,40.0,-80.0,419
2305,3185_35.mat,-130.0,-70.0,97
2306,318_6.mat,-100.0,-0.0,161
2307,3192_38.mat,70.0,20.0,486
2308,3196_34.mat,50.0,40.0,450
2309,3198_39.mat,-170.0,-70.0,21
2310,319_11.mat,-60.0,-10.0,236
2311,319_29.mat,10.0,-40.0,366
2312,31_1.mat,-80.0,40.0,203
2313,31_31.mat,-90.0,-30.0,177
2314,3200_32.mat,-80.0,60.0,205
2315,3200_40.mat,-100.0,20.0,163
2316,3201_33.mat,-10.0,70.0,339
2317,3204_36.mat,40.0,-40.0,423
2318,320_10.mat,-110.0,20.0,144
2319,320_16.mat,20.0,10.0,390
2320,320_20.mat,-70.0,-30.0,215
2321,320_32.mat,-120.0,-30.0,120
2322,320_4.mat,150.0,-40.0,632
2323,320_40.mat,-80.0,0.0,199
2324,320_5.mat,-40.0,40.0,279
2325,320_8.mat,-60.0,30.0,240
2326,3219_37.mat,80.0,-70.0,496
2327,3220_35.mat,70.0,-10.0,483
2328,322_14.mat,130.0,-0.0,598
2329,322_23.mat,-140.0,-20.0,83
2330,322_7.mat,130.0,-70.0,591
2331,3230_34.mat,140.0,-30.0,614
2332,3230_38.mat,170.0,60.0,680
2333,3234_33.mat,-70.0,-40.0,214
2334,3237_39.mat,110.0,20.0,562
2335,323_17.mat,80.0,-50.0,498
2336,323_19.mat,130.0,-30.0,595
2337,3240_36.mat,-170.0,-60.0,22
2338,3240_40.mat,90.0,10.0,523
2339,324_12.mat,130.0,-10.0,597
2340,324_18.mat,50.0,-70.0,439
2341,324_27.mat,130.0,-40.0,594
2342,324_36.mat,-170.0,-50.0,23
2343,324_4.mat,10.0,-60.0,364
2344,324_6.mat,150.0,50.0,641
2345,324_9.mat,-70.0,-10.0,217
2346,3255_35.mat,60.0,-70.0,458
2347,3256_37.mat,140.0,70.0,624
2348,325_13.mat,150.0,-40.0,632
2349,325_25.mat,70.0,-90.0,475
2350,325_5.mat,-100.0,0.0,161
2351,3264_34.mat,170.0,-40.0,670
2352,3267_33.mat,-20.0,70.0,320
2353,3268_38.mat,10.0,-50.0,365
2354,3276_36.mat,130.0,60.0,604
2355,3276_39.mat,-90.0,-50.0,175
2356,3280_40.mat,-80.0,-10.0,198
2357,328_4.mat,-30.0,40.0,298
2358,328_8.mat,40.0,10.0,428
2359,3290_35.mat,170.0,10.0,675
2360,3293_37.mat,-80.0,-0.0,199
2361,3298_34.mat,170.0,-40.0,670
2362,329_7.mat,70.0,-30.0,481
2363,32_1.mat,110.0,-80.0,552
2364,32_16.mat,-80.0,10.0,200
2365,32_2.mat,120.0,50.0,584
2366,32_32.mat,140.0,-10.0,616
2367,32_4.mat,0.0,-50.0,346
2368,32_8.mat,-90.0,-40.0,176
2369,3300_33.mat,100.0,40.0,545
2370,3306_38.mat,-180.0,-60.0,3
2371,330_10.mat,-80.0,-70.0,192
2372,330_11.mat,-100.0,-70.0,154
2373,330_15.mat,80.0,70.0,510
2374,330_22.mat,-10.0,-30.0,329
2375,330_30.mat,90.0,-40.0,518
2376,330_33.mat,-70.0,-30.0,215
2377,330_5.mat,-110.0,-30.0,139
2378,330_6.mat,130.0,-80.0,590
2379,3312_36.mat,150.0,-40.0,632
2380,3315_39.mat,100.0,30.0,544
2381,3320_40.mat,100.0,-50.0,536
2382,3325_35.mat,0.0,-20.0,349
2383,332_4.mat,110.0,0.0,560
2384,3330_37.mat,-90.0,-40.0,176
2385,3332_34.mat,120.0,50.0,584
2386,333_37.mat,100.0,70.0,548
2387,333_9.mat,60.0,20.0,467
2388,3344_38.mat,70.0,0.0,484
2389,3348_36.mat,160.0,-10.0,654
2390,3354_39.mat,-180.0,70.0,16
2391,335_5.mat,-10.0,20.0,334
2392,3360_35.mat,90.0,70.0,529
2393,3360_40.mat,80.0,-20.0,501
2394,3366_34.mat,170.0,20.0,676
2395,3367_37.mat,-120.0,-70.0,116
2396,336_12.mat,80.0,50.0,508
2397,336_14.mat,-110.0,-40.0,138
2398,336_16.mat,-80.0,-40.0,195
2399,336_21.mat,140.0,20.0,619
2400,336_24.mat,-160.0,30.0,50
2401,336_28.mat,-40.0,-0.0,275
2402,336_4.mat,60.0,50.0,470
2403,336_6.mat,-120.0,0.0,123
2404,336_7.mat,110.0,80.0,568
2405,336_8.mat,-90.0,0.0,180
2406,3382_38.mat,-40.0,-60.0,269
2407,3384_36.mat,-170.0,-50.0,23
2408,338_13.mat,110.0,-20.0,558
2409,338_26.mat,110.0,-60.0,554
2410,3393_39.mat,80.0,-70.0,496
2411,3395_35.mat,90.0,10.0,523
2412,33_1.mat,-100.0,-20.0,159
2413,33_11.mat,-70.0,0.0,218
2414,33_3.mat,-40.0,70.0,282
2415,33_33.mat,-100.0,-10.0,160
2416,3400_34.mat,-170.0,20.0,30
2417,3400_40.mat,90.0,-60.0,516
2418,3404_37.mat,-110.0,10.0,143
2419,340_10.mat,-120.0,50.0,128
2420,340_17.mat,-40.0,-30.0,272
2421,340_20.mat,-120.0,-50.0,118
2422,340_34.mat,130.0,50.0,603
2423,340_4.mat,120.0,-60.0,573
2424,340_5.mat,-120.0,-80.0,115
2425,341_11.mat,100.0,-60.0,535
2426,341_31.mat,-70.0,40.0,222
2427,3420_36.mat,140.0,-10.0,616
2428,3420_38.mat,100.0,-30.0,538
2429,342_18.mat,-70.0,-20.0,216
2430,342_19.mat,-110.0,-40.0,138
2431,342_38.mat,170.0,70.0,681
2432,342_6.mat,140.0,-20.0,615
2433,342_9.mat,90.0,-20.0,520
2434,3430_35.mat,10.0,-60.0,364
2435,3432_39.mat,-100.0,0.0,161
2436,343_7.mat,-0.0,50.0,356
2437,3440_40.mat,-70.0,-80.0,210
2438,3441_37.mat,-60.0,-80.0,229
2439,344_4.mat,110.0,40.0,564
2440,344_8.mat,-110.0,20.0,144
2441,3456_36.mat,-80.0,-80.0,191
2442,3458_38.mat,170.0,-80.0,666
2443,345_15.mat,100.0,-50.0,536
2444,345_23.mat,130.0,-10.0,597
2445,345_5.mat,100.0,-0.0,541
2446,3465_35.mat,0.0,50.0,356
2447,3471_39.mat,60.0,50.0,470
2448,3478_37.mat,-70.0,-80.0,210
2449,3480_40.mat,-100.0,60.0,167
2450,348_12.mat,170.0,-30.0,671
2451,348_29.mat,40.0,10.0,428
2452,348_4.mat,-140.0,30.0,88
2453,348_6.mat,-140.0,40.0,89
2454,3492_36.mat,-140.0,-80.0,77
2455,3496_38.mat,70.0,60.0,490
2456,34_1.mat,120.0,-20.0,577
2457,34_17.mat,100.0,-20.0,539
2458,34_2.mat,80.0,-70.0,496
2459,34_34.mat,100.0,-10.0,540
2460,3500_35.mat,110.0,-50.0,555
2461,350_10.mat,-100.0,-40.0,157
2462,350_14.mat,140.0,50.0,622
2463,350_25.mat,-60.0,-60.0,231
2464,350_35.mat,-140.0,-50.0,80
2465,350_5.mat,-40.0,-40.0,271
2466,350_7.mat,-70.0,-40.0,214
2467,3510_39.mat,-120.0,50.0,128
2468,3515_37.mat,80.0,-40.0,499
2469,351_13.mat,110.0,20.0,562
2470,351_27.mat,100.0,-20.0,539
2471,351_39.mat,-130.0,-70.0,97
2472,351_9.mat,-90.0,60.0,186
2473,3520_40.mat,80.0,20.0,505
2474,3528_36.mat,-40.0,60.0,281
2475,352_11.mat,70.0,-40.0,480
2476,352_16.mat,90.0,60.0,528
2477,352_22.mat,-90.0,-60.0,174
2478,352_32.mat,-140.0,-40.0,81
2479,352_4.mat,-100.0,-70.0,154
2480,352_8.mat,-70.0,-0.0,218
2481,3534_38.mat,-70.0,80.0,226
2482,3549_39.mat,110.0,-10.0,559
2483,354_6.mat,150.0,60.0,642
2484,3552_37.mat,20.0,-90.0,380
2485,355_5.mat,-120.0,-70.0,116
2486,3560_40.mat,-100.0,-60.0,155
2487,3564_36.mat,-50.0,-70.0,249
2488,356_4.mat,40.0,-20.0,425
2489,3572_38.mat,-40.0,-70.0,268
2490,357_17.mat,-60.0,-10.0,236
2491,357_21.mat,-90.0,70.0,187
2492,357_7.mat,-80.0,50.0,204
2493,3588_39.mat,140.0,-60.0,611
2494,3589_37.mat,-80.0,-60.0,193
2495,35_1.mat,60.0,40.0,469
2496,35_35.mat,40.0,-50.0,422
2497,35_5.mat,80.0,-20.0,501
2498,35_7.mat,50.0,30.0,449
2499,3600_36.mat,70.0,20.0,486
2500,3600_40.mat,90.0,-40.0,518
2501,360_10.mat,-120.0,-40.0,119
2502,360_12.mat,-140.0,-30.0,82
2503,360_15.mat,-10.0,-30.0,329
2504,360_18.mat,40.0,40.0,431
2505,360_20.mat,-120.0,20.0,125
2506,360_24.mat,-40.0,70.0,282
2507,360_30.mat,60.0,-60.0,459
2508,360_36.mat,-130.0,-80.0,96
2509,360_4.mat,140.0,60.0,623
2510,360_40.mat,-120.0,-30.0,120
2511,360_5.mat,100.0,-60.0,535
2512,360_6.mat,50.0,10.0,447
2513,360_8.mat,-0.0,20.0,353
2514,360_9.mat,40.0,60.0,433
2515,3610_38.mat,60.0,-40.0,461
2516,361_19.mat,-180.0,-0.0,9
2517,3626_37.mat,80.0,10.0,504
2518,3627_39.mat,100.0,40.0,545
2519,363_11.mat,-60.0,-50.0,232
2520,363_33.mat,-80.0,30.0,202
2521,3640_40.mat,-100.0,-0.0,161
2522,3648_38.mat,-80.0,-30.0,196
2523,364_13.mat,70.0,-30.0,481
2524,364_14.mat,100.0,-40.0,537
2525,364_26.mat,-120.0,-20.0,121
2526,364_28.mat,-70.0,0.0,218
2527,364_4.mat,50.0,-20.0,444
2528,364_7.mat,-80.0,20.0,201
2529,365_5.mat,-60.0,-40.0,233
2530,3663_37.mat,-100.0,-50.0,156
2531,3666_39.mat,-170.0,80.0,36
2532,366_6.mat,-170.0,-60.0,22
2533,3680_40.mat,90.0,20.0,524
2534,3686_38.mat,80.0,60.0,509
2535,368_16.mat,-150.0,80.0,74
2536,368_23.mat,-120.0,-20.0,121
2537,368_4.mat,140.0,-0.0,617
2538,368_8.mat,20.0,60.0,395
2539,369_9.mat,40.0,0.0,427
2540,36_1.mat,-100.0,40.0,165
2541,36_12.mat,-120.0,-40.0,119
2542,36_18.mat,-0.0,-90.0,342
2543,36_2.mat,-120.0,-50.0,118
2544,36_3.mat,50.0,-50.0,441
2545,36_36.mat,0.0,-70.0,344
2546,36_4.mat,110.0,-50.0,555
2547,36_6.mat,-140.0,10.0,86
2548,36_9.mat,20.0,-0.0,389
2549,3700_37.mat,-120.0,-30.0,120
2550,3705_39.mat,-150.0,70.0,73
2551,370_10.mat,110.0,-20.0,558
2552,370_37.mat,100.0,20.0,543
2553,370_5.mat,-40.0,-0.0,275
2554,371_7.mat,-40.0,-50.0,270
2555,3720_40.mat,90.0,10.0,523
2556,3724_38.mat,90.0,70.0,529
2557,372_12.mat,-100.0,20.0,163
2558,372_31.mat,40.0,10.0,428
2559,372_4.mat,170.0,50.0,679
2560,372_6.mat,140.0,-40.0,613
2561,3744_39.mat,110.0,-10.0,559
2562,374_11.mat,-70.0,30.0,221
2563,374_17.mat,-130.0,-20.0,102
2564,374_22.mat,80.0,-60.0,497
2565,374_34.mat,-160.0,-50.0,42
2566,375_15.mat,-40.0,-40.0,271
2567,375_25.mat,-60.0,50.0,242
2568,375_5.mat,-90.0,60.0,186
2569,3760_40.mat,100.0,40.0,545
2570,3762_38.mat,10.0,20.0,372
2571,376_4.mat,60.0,50.0,470
2572,376_8.mat,-90.0,20.0,182
2573,377_13.mat,-60.0,40.0,241
2574,377_29.mat,-90.0,60.0,186
2575,3783_39.mat,80.0,0.0,503
2576,378_14.mat,80.0,-50.0,498
2577,378_18.mat,-70.0,-50.0,213
2578,378_21.mat,100.0,-50.0,536
2579,378_27.mat,90.0,10.0,523
2580,378_6.mat,-70.0,60.0,224
2581,378_7.mat,150.0,-70.0,629
2582,378_9.mat,50.0,-20.0,444
2583,37_1.mat,-90.0,20.0,182
2584,37_37.mat,100.0,40.0,545
2585,3800_38.mat,-160.0,70.0,54
2586,3800_40.mat,-110.0,-50.0,137
2587,380_10.mat,-120.0,40.0,127
2588,380_19.mat,-150.0,-40.0,62
2589,380_20.mat,-10.0,50.0,337
2590,380_38.mat,130.0,-70.0,591
2591,380_4.mat,-30.0,-50.0,289
2592,380_5.mat,-110.0,-20.0,140
2593,3822_39.mat,110.0,-40.0,556
2594,3840_40.mat,30.0,-60.0,402
2595,384_12.mat,-120.0,-20.0,121
2596,384_16.mat,10.0,50.0,375
2597,384_24.mat,120.0,30.0,582
2598,384_32.mat,-80.0,60.0,205
2599,384_4.mat,130.0,-40.0,594
2600,384_6.mat,40.0,10.0,428
2601,384_8.mat,-60.0,50.0,242
2602,385_11.mat,100.0,10.0,542
2603,385_35.mat,-160.0,60.0,53
2604,385_5.mat,110.0,10.0,561
2605,385_7.mat,70.0,20.0,486
2606,3861_39.mat,-90.0,-30.0,177
2607,387_9.mat,-80.0,40.0,203
2608,3880_40.mat,-90.0,-40.0,176
2609,388_4.mat,100.0,-60.0,535
2610,38_1.mat,-70.0,60.0,224
2611,38_19.mat,70.0,30.0,487
2612,38_2.mat,-50.0,-90.0,247
2613,38_38.mat,-140.0,-80.0,77
2614,3900_39.mat,50.0,80.0,454
2615,390_10.mat,-120.0,-50.0,118
2616,390_13.mat,110.0,-20.0,558
2617,390_15.mat,-30.0,-30.0,291
2618,390_26.mat,-90.0,60.0,186
2619,390_30.mat,-60.0,-20.0,235
2620,390_39.mat,80.0,-10.0,502
2621,390_5.mat,90.0,30.0,525
2622,390_6.mat,-60.0,10.0,238
2623,391_17.mat,120.0,-40.0,575
2624,391_23.mat,-140.0,-0.0,85
2625,3920_40.mat,-60.0,-70.0,230
2626,392_14.mat,130.0,-30.0,595
2627,392_28.mat,140.0,-80.0,609
